id,name,edible_conversion_factor,energy_kj,energy_kcal,water_g,protein_g,fat_g,carbs_available_g,fiber_g,ash_g,calcium_mg,iron_mg,magnesium_mg,potassium_mg,sodium_mg,zinc_mg,selenium_mcg,retinol_mcg,beta_carotene_eq_mcg,thiamin_mg,riboflavin_mg,niacin_mg,food_folate_mcg,vit_b12_mcg,vit_c_mg,cholesterol_mg,food_group
3064,"Lentils, whole, unsoaked, boiled (without salt, water not discarded)",1,316.0,75.0,78.8,6.7,0.2,9.7,4,0.7,21,1.7,24,148,5,0.85,8,0,2,0.08,0.04,0.5,19,0,1,0.0,LEGUMES AND PULSES
3065,"Lentils, whole, dry, water-soaked, boiled in different water, drained (without salt)",1,506.0,120.0,66,10.7,0.2,15.6,6.3,1.1,21,1.7,24,148,5,0.85,8,0,4,0.1,0.05,0.6,25,0,2,0.0,LEGUMES AND PULSES
3066,"Lentils, whole, dry, water-soaked, boiled in different water (without salt, water not discarded)",1,316.0,75.0,78.8,6.7,0.2,9.7,4,0.7,21,1.7,24,148,5,0.85,8,0,2,0.08,0.04,0.5,19,0,1,0.0,LEGUMES AND PULSES
3021,"Pigeon peas, dry, raw",1,1272.0,303.0,12.1,20.9,[2.1],38.9,22.1,3.8,172,5.4,128,1200,21,2.9,15,0,230,0.72,0.14,2.34,340,0,1.5,0.0,LEGUMES AND PULSES
3067,"Pigeon peas, dry, unsoaked, boiled, drained (without salt)",1,553.0,132.0,61.8,9.1,0.9,16.9,9.6,1.7,65,2,48,391,8,1.13,7,0,100,0.2,0.05,0.7,74,0,0,0.0,LEGUMES AND PULSES
3068,"Pigeon peas, dry, unsoaked, boiled (without salt, water not discarded)",1,398.0,95.0,72.5,6.5,0.7,12.1,6.9,1.2,56,1.7,41,375,8,0.91,5,0,72,0.18,0.04,0.6,64,0,0,0.0,LEGUMES AND PULSES
3069,"Pigeon peas, dry, water-soaked, boiled in different water, drained (without salt)",1,553.0,132.0,61.8,9.1,0.9,16.9,9.6,1.7,65,2,48,391,8,1.13,7,0,100,0.2,0.05,0.7,74,0,0,0.0,LEGUMES AND PULSES
3070,"Pigeon peas, dry, water-soaked, boiled in different water (without salt, water not discarded)",1,398.0,95.0,72.5,6.5,0.7,12.1,6.9,1.2,56,1.7,41,375,8,0.91,5,0,72,0.18,0.04,0.6,64,0,0,0.0,LEGUMES AND PULSES
3022,"Soybean, dry, raw",1,1605.0,386.0,12.7,34,[19.1],9.7,19.3,5.2,228,7.3,203,1730,7,3.83,22,0,5,0.73,0.15,2.59,359,0,0,0.0,LEGUMES AND PULSES
3071,"Soybean, dry, unsoaked, boiled, drained (without salt)",1,661.0,159.0,64,14,7.9,4,7.9,2.2,81,2.5,72,533,4,1.42,9,0,2,0.19,0.05,0.7,74,0,0,0.0,LEGUMES AND PULSES
3072,"Soybean, dry, water-soaked, boiled in different water, drained (without salt)",1,661.0,159.0,64,14,7.9,4,7.9,2.2,81,2.5,72,533,4,1.42,9,0,2,0.19,0.05,0.7,74,0,0,0.0,LEGUMES AND PULSES
4,VEGETABLE AND VEGETABLE PROCUCTS,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,UNKNOWN
4001,"Amaranth, leaves, picked, raw",0.59,150.0,36.0,84.6,3.7,[0.2],1.3,7.2,3.1,280,6.8,122,597,18,0.92,22,0,3913,0.03,0.22,0.69,64,0,77,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4039,"Amaranth, leaves, picked, boiled, drained (without salt)",1,158.0,38.0,83.8,3.9,0.3,1.3,7.6,3.2,280,5.3,77,314,14,0.73,20,0,3707,0.02,0.15,0.5,34,0,33,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4040,"Amaranth, leaves, picked, stewed (without salt)",0,186.0,45.0,81,4.6,0.3,1.5,8.9,3.8,346,8.3,151,737,22,1.14,27,0,4347,0.03,0.26,0.8,55,0,57,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4002,"Bitter gourd, whole, different varieties, raw",0.97,135.0,32.0,89.6,1.5,[0.2],4.2,3.7,0.8,22,1.4,20,210,16,0.37,5,0,126,0.07,0.04,0.3,45,0,60,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4041,"Bitter gourd, whole, different varieties, boiled, drained (without salt)",1,150.0,36.0,88.4,1.7,0.3,4.6,4.1,0.9,23,1.2,13,117,14,0.31,5,0,126,0.05,0.03,0.2,25,0,43,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4003,"Black (African) nightshade, indigenous, leaves, picked, raw",0.52,127.0,31.0,88.6,3.8,[0.1],1.3,4.3,1.8,100,8.6,41,421,10,0.65,1,0,24,0.06,0.32,1.1,404,0,[36],0.0,VEGETABLE AND VEGETABLE PRODUCTS
4042,"Black (African) nightshade, indigenous, leaves, picked, boiled, drained (without salt)",1,121.0,29.0,89.1,3.6,0.1,1.3,4.1,1.7,91,6.2,24,200,7,0.46,1,0,20,0.04,0.2,0.7,192,0,14,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4004,"Broccoli, tops and stems, raw",0.6,143.0,34.0,89,3.3,0.3,2.7,3.7,1,66,0.8,21,336,22,1,1,0,303,0.1,0.22,0.5,48,0,103,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4043,"Black (African) nightshade, indigenous, leaves, picked, steamed",1,111.0,27.0,90.1,3.3,0.1,1.2,3.8,1.6,82.9969565217391,6,32.2826086956522,311.173913043478,7.39130434782609,0.508695652173913,0.619565217391304,0,19,0.04,0.25,0.8,211,0,17,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4044,"Broccoli, tops and stems, boiled, drained (without salt)",1,129.0,31.0,90.1,3,0.3,2.4,3.3,0.9,56,0.6,11,151,15,0.41,0,0,246,0.06,0.13,0.3,22,0,60,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4045,"Broccoli, tops and stems, steamed (without salt)",1,137.0,33.0,89.4,3.2,0.3,2.6,3.6,1,60,0.6,18,275,18,0.52,0,0,262,0.08,0.19,0.4,28,0,74,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4005,"Cabbage, leaf head, Chinese, raw",0.92,40.0,10.0,97,0.9,0.3,0.4,1.1,0.4,36,1.4,10,250,16,0,1,0,190,0.03,0.04,0.4,170,0,20,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4046,"Cabbage, leaf head, Chinese, boiled, drained (without salt)",1,41.0,10.0,96.9,0.9,0.3,0.4,1.1,0.4,35,1.1,6,128,12,0.15,0,0,174,0.02,0.03,0.3,87,0,8,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4047,"Cabbage, leaf head, Chinese, steamed (without salt)",1,41.0,10.0,96.9,0.9,0.3,0.4,1.1,0.4,35,1.2,9,217,14,0.18,0,0,174,0.02,0.04,0.3,104,0,11,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4006,"Cabbage, leaf head, red raw",0.84,110.0,26.0,91.1,1.3,[0.2],3.1,3.4,0.9,45,0.7,29,241,16,0.3,1,0,10,0.09,0.13,0.5,57,0,69,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4048,"Cabbage, leaf head, red, boiled, drained (without salt)",1,113.0,27.0,90.9,1.3,0.2,3.2,3.5,0.9,44,0.5,18,123,12,0.23,1,0,9,0.06,0.09,0.3,29,0,28,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4049,"Cabbage, leaf head, red, stewed (without salt)",1,102.0,24.0,91.7,1.2,0.2,2.9,3.1,0.8,42,0.7,27,223,15,0.28,1,0,8,0.08,0.11,0.4,37,0,38,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4007,"Cabbage, leaf head, white, raw",0.78,76.0,18.0,93.8,1.1,[0.1],2.2,2.2,0.7,47,0.5,9,313,37,0.2,1,0,tr,0.04,0.04,0.4,15,0,50,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4050,"Cabbage, leaf head, white, boiled, drained (without salt)",1,78.0,19.0,93.6,1.1,0.1,2.2,2.3,0.7,45,0.4,6,159,29,0.18,0,0,tr,0.03,0.03,0.3,8,0,20,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4051,"Cabbage, leaf head, white, stewed (without salt)",1,82.0,20.0,93.3,1.2,0.1,2.4,2.4,0.7,50,0.5,10,336,40,0.25,1,0,tr,0.04,0.04,0.4,11,0,32,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4008,"Capsicum (sweet peper), green, raw",0.4,95.0,23.0,93.3,1.5,0.1,2.9,2,0.2,8,0.5,10,151,2,0.18,0,0,328,0.03,0.03,0.5,8,0,115,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4052,"Capsicum (sweet peper), green, boiled, drained (without salt)",1,109.0,26.0,92.3,1.7,0.1,3.3,2.3,0.2,9,0.5,7,87,2,0.16,0,0,339,0.02,0.02,0.4,5,0,86,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4053,"Capsicum (sweet peper), green, grilled (without salt and fat)",1,102.0,24.0,92.8,1.6,0.1,3.1,2.2,0.2,9,0.6,11,162,2,0.19,0,0,317,0.03,0.03,0.5,6,0,99,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4054,"Capsicum (sweet peper), green, baked (without salt)",1,98.0,23.0,93,1.6,0.1,3,2.1,0.2,8,0.6,10,157,2,0.19,0,0,308,0.03,0.03,0.5,6,0,96,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4009,"Capsicum (sweet peper), red, raw",0.4,110.0,26.0,92.4,1.7,0.2,3.5,1.8,0.4,4,0.3,6,174,2,0.2,1,0,246,0.04,0.05,1,52,0,156,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4055,"Capsicum (sweet peper), red, boiled, drained (without salt)",1,127.0,30.0,91.3,2,0.2,4,2.1,0.5,4,0.3,4,100,2,0.17,1,0,254,0.03,0.04,0.7,30,0,117,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4056,"Capsicum (sweet peper), red, grilled (without salt and fat)",1,118.0,28.0,91.8,1.8,0.2,3.8,1.9,0.4,4,0.3,6,187,2,0.22,1,0,238,0.04,0.05,1,39,0,134,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4057,"Capsicum (sweet peper), red, baked (without salt)",1,115.0,27.0,92.1,1.8,0.2,3.6,1.9,0.4,4,0.3,6,181,2,0.21,1,0,231,0.04,0.05,1,38,0,130,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4010,"Capsicum (sweet peper), yellow, raw",0.46,86.0,21.0,93.4,1.4,0.2,2.3,2.2,0.6,19,1,17,242,2,0,0,0,166,0.14,0.02,0.59,30,0,127,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4058,"Capsicum (sweet peper), yellow, boiled, drained (without salt)",1,99.0,24.0,92.4,1.6,0.2,2.6,2.5,0.7,21,0.6,12,139,1,0.22,0,0,172,0.1,0.01,0.4,17,0,95,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4059,"Capsicum (sweet peper), yellow, grilled (without salt and fat)",1,93.0,22.0,92.9,1.5,0.2,2.4,2.4,0.7,21,0.7,19,260,2,0.28,0,0,161,0.14,0.02,0.6,23,0,109,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4060,"Capsicum (sweet peper), yellow, baked (without salt)",1,90.0,22.0,93.1,1.4,0.2,2.4,2.3,0.6,20,0.7,18,252,2,0.27,0,0,156,0.13,0.02,0.6,22,0,106,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4011,"Carrot, peeled, raw",0.83,124.0,30.0,90.6,0.7,[0.2],4.5,3.2,0.6,33,0.6,17,251,35,0.14,0,0,7070,0.04,0.03,0.22,18,0,5.5,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4061,"Carrot, peeled, boiled, drained (without salt)",1,132.0,32.0,90,0.8,0.3,4.8,3.4,0.7,34,0.5,11,120,21,0.11,0,0,6770,0.03,0.02,0.2,10,0,2,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4062,"Carrot, peeled, stewed (without salt)",1,129.0,31.0,90.2,0.8,0.2,4.7,3.4,0.7,35,0.6,17,261,37,0.14,0,0,6630,0.04,0.03,0.2,13,0,5,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4012,"Cauliflower, tops and stems, raw",0.7,79.0,19.0,93.2,2,0.2,0.9,2.8,0.9,17,0.8,11,292,30,0,1,0,2,0.06,0.09,0.5,44,0,70,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4063,"Cauliflower, tops and stems, boiled, drained (without salt)",1,79.0,19.0,93.2,2,0.2,0.9,2.8,0.9,16,0.6,6,146,23,0.19,0,0,1,0.04,0.06,0.3,22,0,46,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4013,"Celery, stalk, raw",0.65,114.0,27.0,90.9,0.6,0.1,5.3,1.4,1.8,70,1,19,267,28,0.21,2,0,465,0.03,0.03,0.4,13,0,12,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4064,"Celery, stalk, boiled, drained (without salt)",1,127.0,30.0,89.9,0.7,0.1,5.8,1.6,1.9,74,0.8,13,148,23,0.18,2,0,465,0.02,0.02,0.3,7,0,9,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4014,"Courgette, green, unpeeled, raw",0.93,78.0,19.0,94.8,0.9,0.3,2.5,1.1,0.4,18,0.5,16,188,1,0.33,1,0,278,0.03,0.06,0.6,17,0,24,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4065,"Courgette, green, unpeeled, boiled, drained (without salt)",1,86.0,21.0,94.2,1,0.3,2.8,1.2,0.4,19,0.4,11,104,1,0.28,1,0,168,0.02,0.04,0.4,9,0,17,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4015,"Cowpea, leaves, picked, raw",0.59,123.0,30.0,88.7,3.4,[0.4],0.7,4.9,1.9,188,2.7,47,485,31,1,1,0,0,0.49,0.37,1.6,95,0,50,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4066,"Cowpea, leaves, picked, boiled, drained (without salt)",1,117.0,28.0,89.2,3.2,0.4,0.6,4.7,1.8,170,1.9,27,231,22,0.53,0,0,0,0.3,0.23,1,45,0,19,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4067,"Cowpea, leaves, picked, steamed (without salt)",1,107.0,26.0,90.2,2.9,0.4,0.6,4.3,1.7,155,1.9,37,358,23,0.58,0,0,0,0.34,0.29,1.1,49,0,24,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4016,"Cucumber, green, unpeeled, raw",0.97,47.0,11.0,96.2,0.6,0.1,1.3,1.4,0.5,20,0.7,14,136,22,0.18,1,0,5,0.03,0.02,0.2,7,0,7,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4017,"Eggplant / Brinjal, different varieties, whole edible, raw",0.91,111.0,27.0,90.8,1.2,0.3,2.8,4,0.9,18,0.4,21,200,3,0.21,1,0,146,0.05,0.05,1,29,0,2,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4068,"Eggplant / Brinjal, different varieties, whole edible, boiled, drained (without salt)",1,119.0,29.0,90.1,1.3,0.3,3,4.3,1,19,0.3,14,108,2,0.17,0,0,141,0.03,0.03,0.4,16,0,1,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4069,"Eggplant / Brinjal, different varieties, whole edible, stewed (without salt)",1,139.0,33.0,88.5,1.5,0.4,3.4,5,1.2,23,0.5,26,250,4,0.26,1,0,164,0.06,0.06,0.6,25,0,2,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4018,"Jute mallow, picked leaves, raw",0.48,187.0,45.0,82.3,4.6,[0.2],2.1,8.3,2.5,207,6.3,30,283,18,0.58,1,0,2603,0.09,0.34,0.53,117,0,44.5,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4070,"Jute mallow, picked leaves, boiled, drained (without salt)",1,197.0,47.0,81.4,4.9,0.2,2.2,8.7,2.6,207,5,19,149,14,0.46,1,0,2466,0.06,0.23,0.4,61,0,18.3,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4071,"Jute mallow, picked leaves, stewed (without salt)",1,231.0,56.0,78.2,5.7,0.2,2.6,10.2,3.1,255,7.8,37,349,23,0.72,1,0,2892,0.1,0.4,0.6,101,0,32.2,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4019,"Kale, Ethiopian (kanzera), leaves, raw",0.61,113.0,27.0,90.4,3.3,0.6,0.2,4,1.6,117,5.7,54,639,7,0.7,tr,0,1418,0.06,0.23,0.9,73,0,134,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4072,"Kale, Ethiopian (kanzera), leaves, boiled, drained (without salt)",1,108.0,26.0,90.8,3.1,0.6,0.2,3.8,1.5,105,4,31,304,5,0.48,tr,0,1215,0.04,0.14,0.6,35,0,51,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4073,"Kale, Ethiopian (kanzera), leaves, steamed (without salt)",1,99.0,24.0,91.6,2.8,0.5,0.2,3.5,1.4,96,3.9,42,472,5,0.52,tr,0,1109,0.04,0.18,0.6,38,0,64,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4020,Kale (sukuma wiki) raw,0.88,121.0,29.0,89.2,3,[0.3],1.2,4.7,1.6,402,2.8,41,238,71,0.5,0,0,2127,0.11,0.13,1,62,0,134,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4074,"Kale (sukuma wiki), boiled, drained (without salt)",1,115.0,28.0,89.7,2.9,0.3,1.2,4.4,1.5,364,2,23,113,51,0.34,0,0,1823,0.07,0.08,0.6,30,0,51,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4075,"Kale (sukuma wiki), steamed (without salt)",1,105.0,25.0,90.6,2.6,0.3,1.1,4.1,1.4,332,2,32,176,53,0.37,0,0,1665,0.08,0.1,0.7,33,0,64,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4021,"Leeks, bulb and stem, raw",0.65,229.0,54.0,84.5,1.7,0.4,9.5,3.1,0.8,78,1.8,14,202,17,0.3,1,0,242,0.14,0,0,64,0,21,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4076,"Leeks, bulb and stem, boiled, drained (without salt)",1,276.0,66.0,81.4,2,0.5,11.4,3.7,1,90,1.6,10,110,11,0.27,1,0,262,0.12,0.07,0.3,39,0,10,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4022,"Lettuce, not further defined, raw",1,73.0,17.0,94.4,1.2,0.2,1.9,1.6,0.7,47,1.6,24,201,20,0.26,1,0,1285,0.08,0.05,0.26,66,0,10,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4023,"Mushroom, fresh, raw",1,148.0,35.0,89.7,2.3,0.4,4.5,2.3,0.9,16,0.3,15,318,8,0.17,16,0,0,0.1,0.4,0.7,23,0,0,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4077,"Mushroom, fresh, boiled, drained (without salt)",1,203.0,48.0,85.9,3.2,0.5,6.1,3.1,1.2,21,0.3,12,218,8,0.17,20,0,0,0.09,0.36,0.6,16,0,0,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4078,"Mushroom, fresh, stewed (without salt)",1,183.0,43.0,87.3,2.8,0.5,5.5,2.8,1.1,20,0.4,19,393,10,0.21,20,0,0,0.11,0.47,0.8,20,0,0,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4024,"Mushroom, dried, raw",1,1180.0,283.0,11.9,12.3,[2.9],32.4,39.1,1.4,24,5.5,136,326,5,8.7,0,0,0,0.24,0.17,3.77,163,0,0,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4079,"Mushroom, dried, boiled, drained (without salt)",1,674.0,162.0,49.6,7,1.6,18.5,22.4,0.8,14,2.3,47,93,3,3.72,0,0,0,0.09,0.06,1.4,47,0,0,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4025,"Mushroom, raw, canned in brine (drained)",1,73.0,18.0,93,1.5,0.4,0.2,3.7,1.2,4,1,4,24,300,0,16,0,42,0.23,0.05,1.3,22,0,3,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4026,"Okra, fresh, raw",0.74,136.0,32.0,90,2,0.2,3.5,3.7,0.7,81,0.8,57,303,8,0.6,1,0,112,0.1,0.06,1,88,0,21,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4080,"Okra, fresh, boiled, drained (without salt)",1,123.0,29.0,90.5,1.8,0.2,4.1,3.4,0.6,70,0.5,31,138,5,0.41,1,0,91,0.05,0.04,0.6,40,0,12,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4081,"Okra, fresh, stewed (without salt)",0,147.0,35.0,88.7,2.2,0.2,6.1,4,1.8,84,0.7,56,280,7,0.59,1,0,109,0.08,0.06,0.9,57,0,17,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4027,"Pumpkin, flesh, yellow w/o seeds, raw",0.8,134.0,32.0,90.3,1.2,[0.2],5.2,2.4,0.7,17,0.2,12,178,14,0.21,1,0,1512,0.07,0.06,0.78,50,0,8,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4082,"Pumpkin, flesh, yellow w/o seeds, boiled, drained (without salt)",1,146.0,35.0,89.5,1.3,0.2,5.6,2.6,0.8,18,0.2,8,97,11,0.17,0,0,1479,0.05,0.04,0.5,27,0,6,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4083,"Pumpkin, flesh, yellow w/o seeds, boiled, drained (without salt)",0,119.0,28.0,91.4,1.1,0.2,4.6,2.1,0.7,15,0.2,11,157,12,0.19,0,0,1204,0.06,0.05,0.7,31,0,6,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4028,"Pumpkin, leaves, raw",0.82,156.0,37.0,87.3,4.2,[0.7],2.2,2.3,3.2,383,5.6,142,423,12,0.9,1,0,1695,0.07,0.12,1.49,36,0,12.3,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4084,"Pumpkin, leaves, boiled, drained (without salt)",1,148.0,35.0,87.9,4,0.7,2.1,2.1,3.1,347,4,81,201,9,0.64,1,0,1453,0.04,0.07,0.9,17,0,5,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4085,"Pumpkin, leaves, steamed (without salt)",1,135.0,32.0,89,3.7,0.6,1.9,2,2.8,316,3.9,111,313,9,0.7,1,0,1327,0.05,0.09,1,19,0,6,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4029,"Spider plant, leaves, raw",0.28,180.0,43.0,85,4.8,[0.8],2.1,4.3,3,189,2.6,48,478,19,0.76,2,0,2603,0.1,0.12,1.3,346,0,64,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4086,"Spider plant, leaves, boiled, drained (without salt)",1,172.0,41.0,85.7,4.6,0.7,2,4.1,2.9,171,1.9,27,228,13,0.54,2,0,2231,0.06,0.07,0.8,165,0,24,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4087,"Spider plant, leaves, steamed (without salt)",1,157.0,38.0,86.9,4.2,0.7,1.9,3.8,2.6,156,1.8,37,353,14,0.59,1,0,2037,0.07,0.09,0.9,181,0,31,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4030,"Spinach, leaves, raw",0.74,112.0,27.0,89.8,2.8,0.4,1.1,4.1,1.8,131,1.7,72,570,59,1,1,0,2260,0.03,0.18,0.4,110,0,37,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4088,"Spinach, leaves, boiled, drained (without salt)",1,118.0,28.0,89.3,2.9,0.4,1.2,4.3,1.9,131,1.4,45,300,46,0.47,0,0,2140,0.02,0.12,0.3,58,0,15,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4089,"Spinach, leaves, stewed (without salt)",1,139.0,33.0,87.4,3.5,0.4,1.4,5.1,2.2,161,2.1,89,704,72,0.74,1,0,2510,0.03,0.21,0.5,95,0,27,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4031,"Spinach, Swiss chard, leaves, raw",0.5,102.0,25.0,90.3,3.1,[0.2],0.7,3.6,2,117,4.4,78,348,892,0.73,1,0,2280,0.03,0.1,0.6,121,0,24,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4090,"Spinach, Swiss chard, leaves, boiled, drained (without salt)",1,108.0,26.0,89.8,3.3,0.2,0.8,3.8,2.1,117,3.5,49,183,704,0.58,1,0,2160,0.02,0.07,0.4,64,0,10,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4091,"Spinach, Swiss chard, leaves, stewed (without salt)",1,126.0,30.0,88,3.9,0.3,0.9,4.5,2.5,144,5.4,96,430,1101,0.9,1,0,2530,0.03,0.12,0.7,105,0,18,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4032,"Squash, butternut, peeled, flesh, raw",0.85,182.0,43.0,87.3,1.5,[0.1],7.8,2.5,0.8,18,1,16,332,7.7,0.2,1,0,1920,0.07,0.06,1.02,31,0,8,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4092,"Squash, butternut, peeled, flesh, boiled, drained (without salt)",1,204.0,48.0,85.7,1.6,0.1,8.8,2.8,0.9,19,0.8,11,186,7,0.16,1,0,1940,0.05,0.04,0.7,18,0,6,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4093,"Squash, butternut, peeled, flesh, steamed (without salt)",1,204.0,48.0,85.7,1.6,0.1,8.8,2.8,0.9,19,0.9,16,317,7,0.2,1,0,1940,0.06,0.06,0.9,21,0,7,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4094,"Squash, butternut, peeled, flesh, baked (without salt)",1,214.0,51.0,85.1,1.7,0.1,9.2,2.9,1,21,1.2,19,390,9,0.23,1,0,2030,0.07,0.06,1.1,26,0,8,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4033,"Stinging nettle, leaves, raw",0.75,248.0,59.0,80,5.4,[0.7],6.7,[2.1],4.9,668,7.2,133,524,36,1,2,0,0,0.04,0,1,457,0,5,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4095,"Stinging nettle, leaves, boiled, drained (without salt)",1,237.0,56.0,81.1,5.1,0.7,6.4,2,4.7,604,5.2,76,250,26,0.49,2,0,0,0.02,0.19,0.7,218,0,2,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4096,"Stinging nettle, leaves, steamed (without salt)",1,216.0,51.0,82.8,4.7,0.6,5.8,1.8,4.3,552,5,104,387,27,0.54,2,0,0,0.03,0.24,0.7,238,0,2,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4034,Sweet Potato (Leaves),1,150.0,36.0,87.6,4.3,0.5,0.8,5.3,1.4,118,1,61,620,6,0.29,1,0,2270,0.1,0.35,1.1,1,0,11,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4035,"Tomato, green, raw",0.98,95.0,23.0,93.2,1.1,0.2,3.3,1.6,0.6,8,0.4,14,225,13,0.2,8,0,32,0.08,0.1,0.5,9,0,16,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4097,"Tomato, green, boiled, drained (without salt)",1,121.0,29.0,91.3,1.4,0.3,4.2,2.1,0.8,10,0.4,10,144,13,0.15,10,0,37,0.07,0.04,0.4,6,0,14,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4036,"Tomato, red, ripe, raw",0.98,92.0,22.0,93.6,1,[0.2],3.3,1.4,0.5,8,0.9,9.5,126,21,0.37,0,0,316,0.04,0.04,0.5,25,0,25,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4098,"Tomato, red, ripe, boiled, drained (without salt)",1,118.0,28.0,91.8,1.3,0.3,4.2,1.8,0.7,10,0.8,7,81,20,0.35,0,0,365,0.04,0.04,0.5,16,0,21,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4037,"Tomato, canned, whole contents",1,84.0,20.0,94,1,0.1,3.1,1.3,0.5,22,0.6,11,204,68,0.16,1,0,334,0,0,0.6,26,0,6,0.0,VEGETABLE AND VEGETABLE PRODUCTS
