id,name,edible_conversion_factor,energy_kj,energy_kcal,water_g,protein_g,fat_g,carbs_available_g,fiber_g,ash_g,calcium_mg,iron_mg,magnesium_mg,potassium_mg,sodium_mg,zinc_mg,selenium_mcg,retinol_mcg,beta_carotene_eq_mcg,thiamin_mg,riboflavin_mg,niacin_mg,food_folate_mcg,vit_b12_mcg,vit_c_mg,cholesterol_mg,food_group
4038,"Vine (African) spinach, picked leaves, raw",0.94,117.0,28.0,90.4,3.4,0.7,0.2,3.7,1.6,267,10.9,40,446,8,0.5,tr,0,2210,0.1,0.2,0.9,71.3,0,79.8,0.0,VEGETABLE AND VEGETABLE PRODUCTS
4099,"Vine (African) spinach, picked leaves, boiled, drained (without salt)",1,123.0,30.0,89.9,3.6,0.7,0.2,3.9,1.7,267,8.6,25,234,6,0.36,0,0,2100,0.04,0.14,0.6,38,0,34,0.0,VEGETABLE AND VEGETABLE PRODUCTS
5,FRUITS,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,UNKNOWN
5001,"Apple, green skin, unpeeled, raw",0.9,231.0,55.0,85,0.3,0,12.2,2.4,0.2,6,0.4,4,99,2,0.07,1,0,11,0.025,0.01,0.1,0,0,4,0.0,FRUITS
5002,"Apple, red, unpeeled, raw",0.9,239.0,57.0,84.6,0.3,0.1,12.4,2.3,0.25,6,0.3,4,100,1,0.07,1,0,14,0.02,0.01,0.13,5,0,4,0.0,FRUITS
5003,"Avocado, ripe, raw",0.71,761.0,185.0,74,1.6,19.6,0,4,1.9,19,1,25,281,7,0.39,0,0,27,0.07,0.15,1.8,67,0,14,0.0,FRUITS
5004,"Banana, cavendish, raw",0.62,402.0,95.0,74.4,1.08,[0.3],20.6,2.75,0.9,10,0.3,26,187,0,0.36,0,0,56,0.05,0.05,0.35,22,0,4,0.0,FRUITS
5005,"Baobab fruit, powderly part, dry, raw",0.23,1335.0,315.0,13.1,2.3,0.4,72.2,[6.8],5.2,283,5,108,1613,56,0.88,24,0, tr,0.04,0.2,1.5,50,0,13.7,0.0,FRUITS
5006,"Custard apple, peeled, raw",0.72,386.0,92.0,75,1.7,[0.7],17,5.1,0.8,28,0.4,38,278,3,0,0,0,0,0.07,0.13,0.7,37,0,22,0.0,FRUITS
5007,"Date, dried",0.84,1292.0,305.0,17.2,2.4,0.2,68.7,9.7,1.9,82,2.6,50,730,14,0.6,3,0,23,0.03,0.13,1.4,19,0,5,0.0,FRUITS
5008,"Date, raw",0.86,645.0,152.0,60.2,1.6,0.1,35.3,[1.8],1,34,0.3,24,410,7,0.2,1,0,20,0.06,0.07,0.7,25,0,22,0.0,FRUITS
5009,"Doumpalm fruit, raw",0.28,1180.0,280.0,17.6,2.8,[0.7],58.3,[14.8],5.9,73,18,53,862,0.47,3.4,-,0,-,0.05,0.1,-,-,0,-,0.0,FRUITS
5010,"Grapes, green, raw",0.95,302.0,71.0,80.7,0.6,0.1,16,2,0.6,14,0.3,7.1,171,3,0.1,0,0,29,0.03,0.03,0.2,4,0,14,0.0,FRUITS
5011,"Guava, pink-fleshed, raw",1,196.0,48.0,80.7,1.1,1.1,0.9,15.5,0.8,20,0.4,18,334,1,0.26,tr,0,267,0.06,0.05,0.6,16,0,222,0.0,FRUITS
5012,"Jackfruit, fruit, yellow-fleshed, peeled, raw",0.23,403.0,95.0,73.2,1.4,[0.2],20.5,2.8,1.9,35,0,32,279,2,0.76,0,0,90,0.07,0.13,0.7,19,0,7,0.0,FRUITS
5013,"Lemon, juice, home squeezed",1,198.0,47.0,87,0.6,0.2,9.5,2.5,0.25,20,0.3,12,120,2,0,0,0,10,0.02,0.01,0.2,11,0,44,0.0,FRUITS
5014,"Lemon peel, raw",1,213.0,52.0,81.6,1.5,0.3,5.4,10.6,0.6,134,0.8,15,160,6,0.25,1,0,30,0.06,0.08,0.4,13,0,129,0.0,FRUITS
5015,"Lemon, pulp, raw",0.66,155.0,37.0,89.5,0.82,0.2,6.7,2.5,0.3,33,0.3,15,120,2,0.1,0,0,10,0.03,0.02,0.2,11,0,44,0.0,FRUITS
5016,"Lime, juice",1,125.0,30.0,90.3,0.7,0.2,4.3,4.1,0.4,26,0.3,11,150,3,0,0,0,28,0.03,0.02,0.2,6,0,41,0.0,FRUITS
5017,"Lime, pulp, raw",0.7,178.0,42.0,87.1,0.7,0.2,7.4,4.1,0.6,22,0,11,150,3,0.1,0,0,31,0.02,0.03,0.2,8,0,55,0.0,FRUITS
5018,"Loquat, peeled, raw",0.75,214.0,51.0,84.6,0.62,0.2,9.5,4.51,0.7,13,0.5,13,180,2,0.22,tr,0,537,0.02,0.04,0.3,14,0,4.1,0.0,FRUITS
5019,"Mango, ripe, raw",0.72,272.0,64.0,83,0.6,0.3,14,1.6,0.5,14,0.2,9,186,1,0.14,1,0,1105,0.03,0.04,0.6,54,0,35,0.0,FRUITS
5020,"Mango, unripe, raw",0.72,192.0,45.0,86.7,0.8,0.1,8.9,3,0.6,27,0.4,18,147,26,0.09,0,0,78,0.02,0.03,0.26,[26],0,88,0.0,FRUITS
5021,"Mulberry, raw",0.99,148.0,35.0,89.5,1.6,0.2,5.6,2.2,0.9,55,1.2,19,310,6,0.2,1,0,10,0.03,0.07,0.7,33,0,11,0.0,FRUITS
5022,"Orange, Juice",1,77.0,18.0,94.6,0.4,0.1,3.6,1.1,0.4,21,0.7,11,146,2,0.08,0,0,42,0.06,0.02,0.1,44,0,[64],0.0,FRUITS
5023,"Orange, pulp, raw",0.75,176.0,42.0,87.6,0.9,[0.2],7.5,3.1,0.7,23,0.2,10,165,5,0.05,0,0,57,0.04,0.03,0.2,52,0,45,0.0,FRUITS
5024,"Papaya, yellow skin, peeled, raw",0.76,153.0,36.0,89.8,0.6,[0.3],6.8,2.1,0.5,21,0.6,28,140,4,0.2,0,0,1018,0.04,0.03,0.3,37,0,51,0.0,FRUITS
5025,"Passion fruit, dark purple skin, raw",0.52,313.0,75.0,75.7,2.4,[0.9],8.7,11.7,0.8,10,0.6,28,200,19,0.8,1,0,764,0.03,0.14,2.5,7,0,29,0.0,FRUITS
5026,"Passion Fruit, juice",1,408.0,96.0,75.5,0.8,0.1,22.9,0.2,0.5,13,0.4,21,252,10,0.3,0,0,538,0.07,0.01,1.5,8,0,23,0.0,FRUITS
5027,"Peach, yellow-fleshed, unpeeled, raw",0.88,204.0,48.0,86.7,1,0.1,9.9,1.9,0.4,5,0.3,8,203,2,0.11,1,0,157,0.01,0.03,0.8,4,0,8,0.0,FRUITS
5028,"Pear, unpeeled, raw",0.85,200.0,48.0,86,0.4,0.2,9.1,4,0.3,8,0.3,7,96,1,0.08,0,0,14,0.03,0.03,0.1,7,0,4,0.0,FRUITS
5029,"Pineapple, canned in syrup, whole contents",1,393.0,93.0,77,0.3,0.6,21.2,0.7,0.2,4,0.4,11,80,6,0,1,0,8,0.05,0,0,5,0,9,0.0,FRUITS
5030,"Pineapple, raw",0.68,172.0,41.0,88.6,0.48,[0.2],8.1,2.3,0.3,16,0.4,13,143,1,0.37,1,0,31,0.05,0.03,0.12,32,0,36.4,0.0,FRUITS
5031,"Plum, purple skin, raw",0.93,200.0,47.0,86.9,0.7,0.1,9.9,2,0.4,10,0.4,7,158,1,0.1,0,0,74,0.04,0.06,0.5,6,0,4,0.0,FRUITS
5032,"Pomegranate, raw",0.57,312.0,74.0,78.1,1.6,0.2,13.3,6.4,0.4,12,0.8,9,172,4,0.4,1,0,53,0.06,0.06,0.4,38,0,15,0.0,FRUITS
5033,"Raspberry, raw",1,228.0,54.0,83.2,1.4,0.2,8.9,5.6,0.7,27,0.8,25,156,1,0.32,1,0,30,0.04,0.03,0.3,34,0,30,0.0,FRUITS
5034,"Strawberry, raw",0.96,146.0,35.0,90,0.7,0.2,6.3,2.5,0.4,19,0.6,8,158,3,0.18,1,0,1,0.03,0.02,0.1,39,0,49,0.0,FRUITS
5035,"Tangerine, juice, non-commercial",1,195.0,46.0,88.3,0.6,0.2,10.3,0.2,0.4,12,0.2,11,178,1,0.03,0.1,0,152,0.04,0.03,0.1,21,0,37,0.0,FRUITS
5036,"Tangerine, pulp, raw",0.75,218.0,52.0,86.2,0.87,0.2,10.8,1.5,0.4,26,0,17,150,2,0.1,1,0,10,0.08,0.05,0.3,24,0,36,0.0,FRUITS
5037,"Tree tomato, dark red skin, peeled, raw",0.4,177.0,43.0,85.6,2.1,[0.3],4.6,6.5,0.9,56,1,19,133,20,0.4,0,0,546,0.13,0.1,1.6,63,0,12.6,0.0,FRUITS
5038,"Watermelon, fruit, green with white stripes, raw",0.64,112.0,26.0,92.9,0.6,[0.3],5,0.93,0.3,4,0.7,10,88,2,0.21,0,0,246,0.03,0.04,0.26,16,0,11.5,0.0,FRUITS
5039,"Zambarau, peeled, raw",0.62,252.0,59.0,85.3,0.52,[0.4],[13.5],0,0.4,44,0.5,17,72,11,0.42,1,- ,- ,- ,- ,- ,- ,0,- ,0.0,FRUITS
6,MILK AND DAIRY PRODUCTS,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,UNKNOWN
6001,"Butter (cow milk), no added salt (~80-84% fat)",1,3020.0,735.0,17.2,1.1,81.3,0,0,0.7,15,0,2,15,10,0.06,1,832,153,0,0.05,1.1,6,0,0,167.0,MILK AND DAIRY PRODUCTS
6002,"Butter (cow milk), salted (~80% fat)",1,3040.0,739.0,15.3,1.1,81.3,0.6,0,1.7,17,0.01,2,23,776,0.06,1,832,153,0,0.05,1.1,6,0,0,167.0,MILK AND DAIRY PRODUCTS
6003,"Cheese, cheddar, regular fat",1,1660.0,401.0,37,26,32.8,0.4,0,3.8,800,0.3,27,73,600,3.55,17,159,87,0.04,0.5,1.5,52,1.9,1,108.0,MILK AND DAIRY PRODUCTS
6004,"Cheese, cottage (cow milk), plain, skimmed",1,382.0,91.0,79,13.3,2.5,3.8,0,1.5,60,0.1,8,123,450,0.24,6,30,44,0.05,0.2,0.5,3,0.6,0,10.0,MILK AND DAIRY PRODUCTS
6005,"Cheese, cottage (cow milk), plain, whole",1,508.0,121.0,75.4,15.4,5.7,2.1,0,1.4,89,0.1,8,123,277,0.24,6,31,44,0.05,0.29,0.5,3,0.6,0,0.0,MILK AND DAIRY PRODUCTS
6006,"Cheese, cottage, Milk, Cow, Sour",1,515.0,122.0,73.6,13.7,4.3,7.2,0,1.2,112,0.7,8,104,364,0.4,10,36,12,0.03,0.27,0.1,12,0.43,0,17.0,MILK AND DAIRY PRODUCTS
6007,"Cream, pure, 35% fat",1,943.0,229.0,72,2.4,23.6,1.7,0,0.3,39,0.3,4,55,40,0,0,164,118,0.03,0.12,0,64,0.2,0,72.0,MILK AND DAIRY PRODUCTS
6008,Ghee (cow milk),1,3690.0,898.0,0,0.3,99.9,0,0,0.5,2,0.2,0,5,2,0.01,1,860,480,0,0.01,0,0,0,0,290.0,MILK AND DAIRY PRODUCTS
6009,"Ice cream, caramel flavour, regular fat",1,856.0,205.0,61.4,3.7,10.6,23.6,0,0.7,93,0.1,12,142,48,0.23,1,150,190,0,0.29,0.7,10,0.1,0,35.0,MILK AND DAIRY PRODUCTS
6010,"Ice cream, chocolate flavour, regular fat",1,946.0,226.0,56.4,4.4,12,24.2,2,1,130,0.9,30,245,71,0.6,2,143,23,0,0.19,0.2,16,0.25,0.7,42.0,MILK AND DAIRY PRODUCTS
6011,"Ice cream, strawberry flavour, regular fat",1,842.0,201.0,60.7,3.5,9.5,25.2,0.5,0.7,107,0.2,13,165,54,0.29,2,123,190,0.02,0.27,0.4,11,0.2,0,32.0,MILK AND DAIRY PRODUCTS
6012,"Ice cream, vanilla flavour, regular fat",1,834.0,199.0,62.7,3.9,10.6,22.2,0,0.7,117,0.2,12,142,64,0.23,1,150,190,0,0.25,0.7,10,0.1,0,35.0,MILK AND DAIRY PRODUCTS
6013,"Ice cream, vanilla flavour, with nuts, regular fat",1,917.0,219.0,59.6,4,12.2,23.3,0.2,0.7,92,0.2,15,157,47,0.3,1,146,186,0,0.29,0.7,11,0.1,0,34.0,MILK AND DAIRY PRODUCTS
6014,"Milk, camel, whole, fresh, raw",1,219.0,52.0,89.8,2.2,2.8,4.5,0,0.7,56,1.5,16,344,119,0.35,2,13,18,0.61,0.08,0,8,0.6,0,9.0,MILK AND DAIRY PRODUCTS
6027,"Milk, camel, whole, fresh, boiled",1,257.0,62.0,88,2.6,3.3,5.3,0,0.8,66,1.7,18,404,140,0.41,2,16,0,0.65,0.09,0,8,1,0,9.0,MILK AND DAIRY PRODUCTS
6015,"Milk, cow, condensed, skimmed, sweetened, raw",1,1210.0,284.0,27,9.9,0.2,60.7,0,2.2,358,0.3,30,446,125,1.05,8,0,2,0.1,0.6,0.3,0,0.4,2,8.0,MILK AND DAIRY PRODUCTS
6016,"Milk, cow, condensed, whole, sweetened, raw",1,1410.0,335.0,25.8,8.3,9.2,54.8,0,1.9,280,0.2,25,357,130,0.9,8,70,46,0.1,0.5,0.3,0,0.4,1,31.0,MILK AND DAIRY PRODUCTS
6017,"Milk, cow, powder, skimmed",1,1530.0,361.0,4.1,37.2,0.9,51,0,6.8,1290,0.4,115,1602,550,3.83,23,4,7,0.45,1.64,0.9,54,4,2,26.0,MILK AND DAIRY PRODUCTS
6018,"Milk, cow, powder, whole",1,2070.0,495.0,3.2,26.1,26.4,38.4,0,6,975,0.5,85,1157,440,2.97,25,383,149,0.34,1.32,0.8,54,3.2,3,90.0,MILK AND DAIRY PRODUCTS
6019,"Milk, cow, skimmed, raw",1,162.0,38.0,89.8,3.5,0.1,5.8,0,0.8,130,0.1,12,170,44,0.32,1,0,1,0.03,0.18,0.1,6,0.4,1,3.0,MILK AND DAIRY PRODUCTS
6028,"Milk, cow, skimmed, boiled",1,190.0,45.0,88,4.1,0.1,6.8,0,0.9,153,0.1,14,200,52,0.38,1,0,1,0.03,0.2,0.1,6,0,1,0.0,MILK AND DAIRY PRODUCTS
6020,"Milk, cow, whole, fermented (Lala - Industrial)",1,269.0,65.0,88.3,2.8,4.1,4.1,0,0.7,100,0.1,10,126,36,0.34,3,34,0,0,0.2,0,tr,0.23,0,11.0,MILK AND DAIRY PRODUCTS
6021,"Milk, cow, whole, fermented (Lala - mursik)",1,243.0,58.0,89.1,3.1,3.5,3.6,0,0.8,65,0.1,5,64,22,0.22,0,41,0,0,0.27,0,tr,0.1,1,6.0,MILK AND DAIRY PRODUCTS
6022,"Milk, cow, whole, fresh, raw",1,292.0,70.0,86.3,3.3,3.5,6.1,0,0.7,119,0.1,11,136,39,0.63,3,40,18,0,0.27,0,8,0.59,0,14.0,MILK AND DAIRY PRODUCTS
6029,"Milk, cow, whole, fresh, boiled",1,344.0,82.0,83.8,3.9,4.2,7.2,0,0.9,140,0.1,13,160,45,0.74,3,47,0,0,0.3,0,8,1,0,0.0,MILK AND DAIRY PRODUCTS
6023,"Milk, goat, fluid, whole, raw",1,325.0,78.0,85.3,3.5,[4.5],5.8,0,0.9,180,0.1,12,207,57,0.35,1,32,0,0.05,0.19,0.5,1,0.35,0.5,9.0,MILK AND DAIRY PRODUCTS
6030,"Milk, goat, fluid, whole, boiled",1,382.0,92.0,82.7,4.1,5.3,6.8,0,1.1,211,0.1,14,243,68,0.41,1,38,0,0.05,0.21,0.5,1,0,0,0.0,MILK AND DAIRY PRODUCTS
6024,"Milk, human/breast, mature, fluid",1,303.0,73.0,87.2,1.2,4.4,7.1,0,0.2,32,0,3,51,14,0.17,2,60,7,0.02,0.03,0.2,5,0.05,4,14.0,MILK AND DAIRY PRODUCTS
6025,"Milk, sheep, fluid, whole, raw",1,391.0,94.0,82.8,5.1,5.8,5.2,0,1.1,193,0.1,18,175,44,0.54,2,81,tr,0.07,0.36,0.4,7,0.7,4,12.0,MILK AND DAIRY PRODUCTS
6031,"Milk, sheep, fluid, whole, boiled",1,459.0,110.0,79.8,6,6.8,6.2,0,1.2,227,0.1,21,206,52,0.64,2,95,0,0.07,0.4,0.4,7,1,3,0.0,MILK AND DAIRY PRODUCTS
6026,"Yoghurt, cow milk, whole, plain",1,356.0,85.0,82,2.9,3.1,11.3,0,0.7,149,0.2,10,130,32,0.34,2,32,23,0.1,0.2,0.1,tr,0.2,tr,9.0,MILK AND DAIRY PRODUCTS
7,"MEAT, POULTRY AND EGGS",0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,UNKNOWN
7001,"Beef, high fat, w/o bones, raw",0.85,1180.0,284.0,58.2,18.6,24.1,0,0,0.9,16,2.2,12,134,83,3,1,29,13,tr,0.18,3.4,tr,1.63,0.5,79.0,"MEAT, POULTRY AND EGGS"
7031,"Beef, high fat, w/o bones, boiled (without salt)",0.77,1670.0,402.0,39.7,31.1,30.8,0,0,1.4,21,3.7,12,112,62,5,1,35,16,tr,0.23,2.8,tr,2,1,0.0,"MEAT, POULTRY AND EGGS"
7032,"Beef, high fat, w/o bones, grilled (without salt and fat)",0.8,1480.0,356.0,47.4,25.9,28,0,0,1.2,20,3,14,158,98,4.17,1,30,14,tr,0.22,3.8,tr,2,1,0.0,"MEAT, POULTRY AND EGGS"
7033,"Beef, high fat, w/o bones, stewed (without salt)",0.78,1890.0,455.0,34.7,29.1,37.6,0,0,1.4,21,3.5,12,105,58,4.69,1,33,15,tr,0.23,3.2,tr,2,1,0.0,"MEAT, POULTRY AND EGGS"
7002,"Beef, lean, raw",0.9,439.0,104.0,75.6,20.6,2.3,0.4,0,1.2,5,2.3,24,241,107,4.22,15,6,10,tr,0.23,5.2,2,2.42,0.5,62.0,"MEAT, POULTRY AND EGGS"
7034,"Beef, lean, boiled (without salt)",0.82,884.0,209.0,50.3,41.9,4.6,0,0,2.4,7,4.7,30,246,99,8.62,30,8,15,tr,0.38,5.3,2,3,1,0.0,"MEAT, POULTRY AND EGGS"
7035,"Beef, lean, grilled (without salt and fat)",0.87,602.0,142.0,66.2,28.5,3.1,0,0,1.6,6,3.1,29,285,127,5.87,20,6,10,tr,0.29,5.8,2,3,1,0.0,"MEAT, POULTRY AND EGGS"
7036,"Beef, lean, stewed (without salt)",0.83,817.0,194.0,54,38.8,4.3,0,0,2.2,7,4.4,30,228,91,7.97,28,8,14,tr,0.37,5.9,2,3,1,0.0,"MEAT, POULTRY AND EGGS"
7003,"Beef, liver, raw",0.99,506.0,120.0,73.9,20,[4.2],0.7,0,1.3,6,10.1,17,159,75,4.12,17,19466,811,0.23,2.63,9.4,268,112.84,14,262.0,"MEAT, POULTRY AND EGGS"
7037,"Beef, liver, boiled (without salt)",0.99,749.0,178.0,60.4,30.2,6.4,0,0,2,7,14.6,20,145,68,6.25,25,23595,983,0.24,3.5,7.1,264,111,15,0.0,"MEAT, POULTRY AND EGGS"
7004,"Beef, medium fat, w/o bones, raw",0.9,632.0,151.0,70.3,19.7,7.2,1.8,0,1,4,12.4,24,231,121,3.85,20,9,5,tr,0.21,4.4,2,1.9,0.6,63.0,"MEAT, POULTRY AND EGGS"
7038,"Beef, medium fat, without bones, boiled (without salt)",0.84,829.0,197.0,55.2,32.8,7.4,0,0,1.7,5,20.7,24,192,91,6.41,34,11,6,tr,0.27,3.7,2,2,1,0.0,"MEAT, POULTRY AND EGGS"
7039,"Beef, medium fat, without bones, grilled (without salt and fat)",0.87,734.0,175.0,61.5,27.3,7.3,0,0,1.4,5,16.3,28,272,143,5.34,28,10,5,tr,0.26,4.9,3,2,1,0.0,"MEAT, POULTRY AND EGGS"
7040,"Beef, medium fat, without bones, stewed (without salt)",0.85,939.0,224.0,53.6,30.7,11.3,0,0,1.6,5,19.4,24,180,85,6.01,32,11,6,tr,0.27,4.2,2,2,1,0.0,"MEAT, POULTRY AND EGGS"
7005,"Camel blood, raw",1,348.0,42.0,78.4,15.8,[0.9],2.7,0,2.2,[8],20.6,[6],[114],313,[0.65],[12],[74],0,[0.04],[0.05],[0.2],-,-,-,0.0,"MEAT, POULTRY AND EGGS"
7006,Camel Meat,1,826.0,197.0,60.5,18.6,8.9,10.8,0,1.4,4,3.8,13,325,49,1.93,9,0,10,0.04,0.2,6,8,1.7,0,45.0,"MEAT, POULTRY AND EGGS"
7007,"Cow's blood, raw",1,403.0,95.0,75,13.8,[0.9],8,0,2.4,[14],18.8,5,[199],469,[1.13],[21],[74],0,[0.08],[0.09],[0.35],-,-,-,0.0,"MEAT, POULTRY AND EGGS"
7008,"Duck, meat and skin, fresh, raw",1,1050.0,253.0,62.2,17.8,21.2,0,0,1.1,5,1.9,15,212,82,1.55,20,39,0,0.35,0.45,3.51,0,0.6,0,99.0,"MEAT, POULTRY AND EGGS"
7009,"Chicken, unespecified part, w/o bone, meat&skin, raw",0.65,864.0,207.0,63.6,18.7,13,3.8,0,0.9,13,2.5,20,152,68,0.89,16,75,0,0.14,0.12,6.4,11,0.63,1.2,99.0,"MEAT, POULTRY AND EGGS"
7041,"Chicken, unspecified part, w/o bone, meat&skin, boiled (without salt)",0.79,942.0,226.0,55.7,23.7,14.6,0,0,1.2,14,2.5,18,77,34,1.13,21,52,0,0.1,0.14,4.9,7,0,2,0.0,"MEAT, POULTRY AND EGGS"
7042,"Chicken, unspecified part, w/o bone, meat&skin, grilled (without salt and fat)",0.78,951.0,228.0,55.2,24,14.7,0,0,1.2,15,2.9,19,156,70,1.14,21,72,0,0.11,0.13,6.6,9,1,1,0.0,"MEAT, POULTRY AND EGGS"
7010,"Egg, chicken, white (albumen), raw",0.56,206.0,48.0,87.2,11.2,0,0.9,0,0.7,5,0.1,11,119,143,0,11,0,[0],0,0.41,0,7,0,0,0.0,"MEAT, POULTRY AND EGGS"
7030,"Egg, chicken, white (albumin), boiled (without salt)",0.56,206.0,48.0,87.2,11.2,0,1,0,0.7,5,0.1,10,113,135,0,10,0,0,0,0.33,0,6,0,0,0.0,"MEAT, POULTRY AND EGGS"
7011,"Egg, chicken, whole, raw",0.87,558.0,134.0,75.9,12.7,[8.1],2.4,0,0.9,54,1.7,14,126,155,1.13,23,186,0,0.12,0.51,0,83,1.7,0,418.0,"MEAT, POULTRY AND EGGS"
7027,"Egg, chicken, whole, boiled (without salt)",0.87,558.0,134.0,75.9,12.7,8.1,2,0,0.9,51,1.6,13,120,147,1.07,21,177,0,0.09,0.41,0,66,1,0,0.0,"MEAT, POULTRY AND EGGS"
7028,"Egg, chicken, whole, poached (without salt)",1,634.0,152.0,72.6,14.4,9.2,3,0,1,58,1.9,15,136,167,1.21,24,201,0,0.1,0.46,0,75,2,0,0.0,"MEAT, POULTRY AND EGGS"
7012,"Egg, chicken, yolk, raw",0.31,1370.0,331.0,51,16.1,28.2,3.2,0,1.5,130,6,8,104,50,2.5,56,449,[0],0.19,0.4,0,120,4,0,1050.0,"MEAT, POULTRY AND EGGS"
7029,"Egg, chicken, yolk, boiled (without salt)",0.31,1370.0,331.0,51,16.1,28.2,3,0,1.5,124,5.7,8,99,48,2.38,53,427,0,0.15,0.32,0,96,3,0,0.0,"MEAT, POULTRY AND EGGS"
7013,"Goat blood, raw",1,290.0,69.0,86.4,3.8,[3.9],4.9,0,1.1,[8],27.2,[6],169,[216],[0.65],[12],-,-,-,-,-,-,-,-,0.0,"MEAT, POULTRY AND EGGS"
7014,"Goat, lean, raw",0.71,500.0,119.0,74.6,19.5,4.3,0.6,0,1,10,7.2,29,243,156,3.66,22,7,0,0.17,0.23,4.4,2,3.09,0.4,93.0,"MEAT, POULTRY AND EGGS"
7043,"Goat, lean, boiled (without salt)",0.62,731.0,174.0,62,29.1,6.4,0,0,1.6,12,9.9,34,217,137,5.46,33,8,0,tr,0.28,3.8,2,3,0,0.0,"MEAT, POULTRY AND EGGS"
7044,"Goat, lean, grilled (without salt and fat)",0.63,710.0,169.0,63.1,28.3,6.2,0,0,1.5,14,9.6,35,281,189,5.03,32,9,0,0.17,0.3,5.2,2,3,1,0.0,"MEAT, POULTRY AND EGGS"
7015,"Goat liver, raw",0.99,485.0,115.0,74.8,20.2,[3.9],0,0,1.3,12,6.6,18,225,64,3.48,48,15700,0,0.2,0.37,12.9,[178],64,14,415.0,"MEAT, POULTRY AND EGGS"
7045,"Goat, liver, boiled (without salt)",0.99,740.0,176.0,61.9,30.5,6,0,0,2,14,9.4,22,205,58,5.27,73,19000,0,0.21,0.49,9.8,175,0,0,0.0,"MEAT, POULTRY AND EGGS"
7016,"Goat, medium fat, raw",0.74,695.0,166.0,68.2,18.6,8.6,3.5,0,1,10,1.9,22,198,121,3.26,26,18,0,0.16,0.18,3.7,1,2.34,0.8,93.0,"MEAT, POULTRY AND EGGS"
7046,"Goat, medium fat, boiled (without salt)",0.66,820.0,196.0,56,27.8,9.4,0,0,1.5,12,2.7,25,177,106,4.86,38,20,0,0.13,0.22,3.3,1,2,1,0.0,"MEAT, POULTRY AND EGGS"
7047,"Goat, medium fat, grilled (without salt and fat)",0.66,804.0,192.0,57.1,26.9,9.3,0,0,1.5,14,2.6,26,229,147,4.48,37,21,0,0.16,0.23,4.4,1,3,1,0.0,"MEAT, POULTRY AND EGGS"
7017,"Guinea fowl, meat, with skin",1,471.0,112.0,75.2,20.5,[3.2],0.1,0,0.9,31,2.2,21,240,58,1.48,24,2,0,0.02,0.18,3.6,4,0.27,1,87.0,"MEAT, POULTRY AND EGGS"
7018,"Lamb liver, raw",1,675.0,161.0,67.6,20.4,7.5,3.1,0,1.5,10,8.3,18,326,67,4.22,57,31400,46,0.3,2.25,10.9,759,90,20,389.0,"MEAT, POULTRY AND EGGS"
7048,"Lamb, liver, boiled (without salt)",1,811.0,193.0,54.5,30.8,7.8,0,0,2.3,12,12,22,296,61,6.39,86,38100,56,0.32,3,8.3,748,89,21,0.0,"MEAT, POULTRY AND EGGS"
7019,"Lamb, raw (unspecified part)",1,1120.0,269.0,60,17,[22.7],0,0,1,12,1.7,22,230,60,3.33,20,0,0,0.12,0.23,6.1,18,2.39,[0],72.0,"MEAT, POULTRY AND EGGS"
7049,"Lamb, unspecified part, boiled (without salt)",1,1430.0,344.0,47.2,25.4,26.9,0,0,1.5,14,2.5,21,189,54,4.97,30,0,0,0.07,0.18,4.6,16,2,0,0.0,"MEAT, POULTRY AND EGGS"
7050,"Lamb, unspecified part, grilled (without salt and fat)",1,1400.0,338.0,48.3,24.6,26.6,0,0,1.4,17,2.3,27,283,74,4.83,29,0,0,0.1,0.29,7.1,18,3,0,0.0,"MEAT, POULTRY AND EGGS"
7020,"Pork, meat, raw (unspecified part)",1,1190.0,286.0,57.2,18.9,[23.5],0,0,0.7,25,1.1,13,253,58,1.59,28,0,0,0.63,0.17,3.8,4,0.6,[0],74.0,"MEAT, POULTRY AND EGGS"
7051,"Pork, meat, unspecified part, boiled (without salt)",1,1550.0,374.0,41.8,29.1,28.6,0,0,1.1,30,1.8,12,195,40,2.45,44,0,0,0.29,0.18,2.9,4,1,0,0.0,"MEAT, POULTRY AND EGGS"
7052,"Pork, meat, unspecified part, grilled (without salt and fat)",1,1480.0,356.0,44.9,27,27.6,0,0,1,26,1.3,18,307,75,2.27,41,0,0,0.63,0.21,4.3,5,1,0,0.0,"MEAT, POULTRY AND EGGS"
7021,"Rabbit meat, raw",1,636.0,151.0,67,24.4,4.8,2.5,0,1.3,12,1,18,370,53,1.6,25,10,0,0.46,0.06,7.5,11,5.3,0,67.0,"MEAT, POULTRY AND EGGS"
7053,"Rabbit meat, stewed (without salt)",1,872.0,207.0,51.4,35.8,7.1,0,0,2,15,1.5,17,299,47,2.35,37,12,0,0.27,0.05,5.5,10,5,0,0.0,"MEAT, POULTRY AND EGGS"
7054,"Rabbit meat, roasted (without salt and fat)",1,674.0,160.0,62.4,27.7,5.5,0,0,1.5,13,1.1,17,336,51,1.82,28,9,0,0.31,0.05,6,10,4,0,0.0,"MEAT, POULTRY AND EGGS"
